Mon_Apr_20_17:22:44_2020    179.1   73.5  632.9  299.0  0.0  0.8    0.1    3.3   0  17 c7t50060E8006D3BD15d0s2
Mon_Apr_20_17:22:44_2020    179.1   73.5  632.2  298.8  0.0  0.8    0.1    3.3   0  17 c8t50060E8006D3BD04d0s2
Mon_Apr_20_17:22:54_2020      0.0    7.5    0.0   12.0  0.0  0.0    0.0    0.2   0   0 c7t50060E8006D3BD15d0s2
Mon_Apr_20_17:22:54_2020      0.0    4.5    0.0   13.5  0.0  0.0    0.0    0.2   0   0 c8t50060E8006D3BD04d0s2
Mon_Apr_20_17:22:56_2020      0.0    1.5    0.0    3.0  0.0  0.0    0.0    0.5   0   0 c7t50060E8006D3BD15d0s2
Mon_Apr_20_17:22:56_2020      0.0    1.0    0.0    1.0  0.0  0.0    0.0    0.4   0   0 c8t50060E8006D3BD04d0s2
Mon_Apr_20_17:22:58_2020      0.0    0.5    0.0    0.5  0.0  0.0    0.0    0.2   0   0 c7t50060E8006D3BD15d0s2
Mon_Apr_20_17:22:58_2020      0.0    0.5    0.0    0.5  0.0  0.0    0.0    0.3   0   0 c8t50060E8006D3BD04d0s2
Mon_Apr_20_17:23:00_2020      0.0    2.5    0.0    2.2  0.0  0.0    0.0    0.3   0   0 c7t50060E8006D3BD15d0s2
Mon_Apr_20_17:23:00_2020      0.0    0.5    0.0    2.0  0.0  0.0    0.0    0.2   0   0 c8t50060E8006D3BD04d0s2
